0,1
0,2
0,4
0,5
0,7
0,9
0,12
1,2
1,3
1,4
1,5
2,3
2,14
2,16
3,6
3,11
3,19
4,6
4,7
4,8
4,12
4,14
4,15
4,18
5,9
5,13
5,15
5,16
5,17
6,11
7,8
7,10
8,10
10,17
12,13
12,19
16,18
