0,1
0,4
0,5
0,9
0,12
0,13
1,4
1,12
1,14
1,16
2,3
2,4
2,14
2,19
3,11
3,14
3,19
4,6
4,7
4,8
4,11
4,14
4,15
4,16
4,17
4,18
5,9
5,15
6,7
6,11
7,8
7,10
7,17
8,14
9,13
9,18
10,17
12,13
12,14
15,17
15,18
16,19
